"Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Wifi,Shuttle bus service,Air conditioning,Non-smoking rooms,Family rooms",,Jeshua Inn Guayaquil,
"Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Wifi,Shuttle bus service,Air conditioning,Non-smoking rooms,Family rooms",,Jeshua Inn Guayaquil,
"Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Wifi,Shuttle bus service,Air conditioning,Non-smoking rooms,Family rooms",,Jeshua Inn Guayaquil,
descripcion,precio,titulo
,U$S360,Cachorros Pastor Alemán Envios A Nivel Nacional
,U$S59,Nutrapro Premium Cachorros Bulto 20 Kg Domicilios Gratis
,"U$S21,98",Kit Cortadora De Pelo Para Mascotas Recargable Sonar
,U$S6,Repelente Ultrasonico De Roedores Ratas Ratones 50mt2
,U$S55,Nutrapro  Premium Adultos  Bulto 20 Kg  Domicilios Gratis
,"U$S42,99",Ringo Cachorros 30kg
,"U$S50,99",Cortadora De Lana Pelo Wahl Para Mascotas 09160-2308 Perros
,"U$S19,48",Kit De Rasuradora Para Mascotas + Cortauñas + Accesorios
,"U$S21,90",Kennel Transportador Mascotas Perros Medianos Pequeños
,"U$S10,48",Alfombra Protectora Para Mascotas Pet Zoom Loungee
,"U$S99,48",Sofá Cama Sillón  Reclinable De 1 1/2 Plaza Regulable 3 Nivl
,"U$S3,50",Cepillo Cardador Plástico Para Perros Puntas Redondeadas
,U$S180,Cachorros Shnauzer Miniatura
,U$S15,Nexgard Tableta Masticable 4.1-10kg Entrega Gratis Domicilio
,"U$S8,96",Bactrovet Plata 420ml
,U$S53,Royal Canin Mini Junior Puppy 4kg Entrega A Domicilio
,U$S40,Proplan Active Min Raza Pequeña 3kg Envio Gratis+vaso Medido
,U$S120,Perros Pitbull
,"U$S14,99","Simparica Antipulga, Garrapata Y Sarna 10-20 Kg (1 Tableta)"
,U$S37,Puertas Para Mascotas Perros O Gatos Marca Petwoodesign
,U$S90,Promocion!! Proplan Puppy 15kg Incluye Entrega A Domicilio
,U$S40,Casas De Madera Para Perros Pequeños Desde $35
,"U$S10,50",Magix Pet Repelente Entrenador Liquido Pipi Perros Cachorros
,U$S260,Cachorros De Raza Labrador Retriever
,U$S83,Casas Para Perros Grande Marca Rimax A Domicilio
autor,calificacion,contenido,hotel,titulo
yvonnemp2018,50,"Our stay at the Radisson was memorable from the ever attentive receptionist who even checked that we had returned from downtown when the city had been cutoff du,...",Radisson Hotel Guayaquil,Radisson a great place to stay
LaSheep,30,"Principal is a budget hotel, so what you get is a budget hotel with reasonable rates and basic amenities. The location is in the historic center and the place i,...",Hotel Principal,Needs an upgrade
LaSheep,40,"A small, clean, well organized hotel in Banos. Casa Blanca is in the heart of downtown Banos, within walking distance of everything. The rooms are clean and wel,...",Hotel Casa Blanca,Small but excellent
LaSheep,40,"Rosamia has a great location in the heart of downtown Cuenca. The hotel itself is very well kept. Staff is helpful, though not overly friendly. Their approach i,...",Hotel Rosamia,"Excellent Location, Good Hotel"
LaSheep,30,"The plusses: Budget rates, great location one block from Malecon, fairly decent breakfast, large rooms.The minuses: Hell to access wifi within rooms for two n,...",Hotel Malecon Inn,Fair to fine
LaSheep,40,"It is great to see that the Emperor Valley Zoo is improving. Not only are there new, larger cages for some animals, but the effort to make the zoo an informativ,...",Emperor Valley Zoo,Improvements
LaSheep,40,"Maracas right now is a shadow of itself. There is still a lot of construction of shop stalls happening. It is time that the work is completed so that Maracas ca,...",Maracas Beach,Time to finish construction
LaSheep,40,"This was my first visit to the Caroni Swamp. My group of 16 took a tour with Nanan's. The price was lower than I expected, honestly. I wouldn't say it was ""out ,...",Caroni Swamp,Quiet time on the swamp
LaSheep,40,"To be fair, this is a good resort with pluses and minuses. On the positive side the rooms are spacious and well maintained. The food at the on site restaurants ,...",Disney's Caribbean Beach Resort,Good but with a few minuses.
LaSheep,40,"This is definitely a great park for the kids. Rides are generally suited to the little ones. Spectacular show and parade to grab their interest and keep them en,...",Magic Kingdom Park,Great for kids
LaSheep,50,"The safari is the thing to do, with up close views of the animals. I was a bit skeptical about lions behind no fences and me in an open sided truck, but thank G,...",Disney's Animal Kingdom,Don't skip this park.
LaSheep,50,"For me it's all about the action rides that get your heart pumping. Not to be missed are Tower of Terror and Aerosmith roller coaster. People with heart and hig,...",Disney’s Hollywood Studios,Action rides
LaSheep,50,"I needed more time here. We arrived after a day out at other parks, with one hour before the park closed. Only had enough time to see one attraction and we opte,...",Epcot,Give yourself enough time
LaSheep,40,"Great spot for sporting events. Was here for the UCA Cheerleading competitions. Excellent temperature to keep cool while taking in the events. Colombian food tr,...",ESPN Wide World of Sports,Huge venue
LaSheep,40,"Great mall with a nice blend of high end brands and mid range shops. Some good deals to be found. As a tourist, cater an entire day for a chance to find the bes,...",The Florida Mall,Great Mall
LaSheep,30,"I asked my Barbadian (Bajan) friend which beach is a must visit in Barbados. Carlisle Bay was the first on his list. Decided to check it out. It was a little to,...",Carlisle Bay,Popular spot
LaSheep,30,"Had a group lunch here with coworkers. It was my first time there. The ambience of the restaurant was ""professional chic"". The place was full of diners so I exp,...",Town Restaurant & Bar,Pleasantly surprised
LaSheep,40,A good beach for surfing. Beautiful views on the way down to the beach. Be sure to stop and get a pic of the coastline on the last hill before the beach.,Bathsheba Beach,Surf's up
LaSheep,40,"This was a great spot to unwind at the beach without the crowds. Didn't see a sign on Sand Road to drive in to the car park so just look for a small road just a,...",Heywoods Beach,Not overcrowded
LaSheep,40,"Firstly, the views from the lookout are splendid. The visit to the cave was neither here nor there for me. The view from the cave is excellent, but the attracti,...",Animal Flower Cave,Visit for the view
LaSheep,30,"It was interesting to view this piece of history. There isn't much to see or do at the site other than to get some great shots of the mill and read the history ,...",Morgan Lewis Mill,A piece of history
,50,"is the better in hotel in the city, they have a pet so cute and the location is very clean. The bed are very confortable, the pool is beautiful and have a wonde,...",Iguanazu Bed & Breakfast,Th best
CinCin2Go,40,"Ate here for breakfast. First time eating at this place. The service was fast and friendly. Clean environment inside and out. The breakfast menu had lots of ome,...",Starliner Diner,Breakfast and smiles
CinCin2Go,50,"I have stopped here to eat many times and have ordered various menu items. The,food is always hot, fresh and served with a smile. Fresh salsa and warm chips are,...",Lunada Mexican Grill & Cantina,Always a good choice
CinCin2Go,50,"The menu offers great eats from sandwiches, salads, wings, pizza, and dinners. Bar atmosphere and prices are reasonable. Service can get slow on busier nights b,...",Rusty Bucket Restaurant and Tavern,Great place to dine and socialize
CinCin2Go,50,"My employer has held our annual staff picnic at the Columbus Zoo for several years. We jave a catered lunch and entrance to the zoo.,I love this zoo. The anima,...",Columbus Zoo and Aquarium,Great venue for a work outing
CinCin2Go,50,"Wow,- dont let the name fool you. Hige body of water offers several boat launches, a swimming area with beach, lots of areas to fish off shore, marina, boat ren,...",Alum Creek State Park,Up the Creek WITH a paddle
CinCin2Go,40,"The hotel is in need of some updates but it didn't stop me from enjoying my stay. I was quickly greeted by the Valet attendent when I drove up to the entrance. ,...",The Claridge - A Radisson Hotel,Old but not forgotten
CinCin2Go,40,"Lots of shops but most sell the same things. Not a lot of variety. Food vendors were reasonably priced. The Playground is a 4 story mall with some high end stor,...",Atlantic City Boardwalk,Boardwalk boredom
CinCin2Go,50,"Great place to shop when you want to get out of the sun. Both high end and lower end stores - LV, VS, Sportswear to name a few.  I ate a Philips Seafood and was,...",The Playground at Caesars,Stores and Restaurants
CinCin2Go,50,"Enjoy eating here with all the animal decor and rainforest atmosphere. I had a seafood platter that was cooked to perfection! Always crowded so make a reservat,...",Rainforest Cafe,Still a favorite
CinCin2Go,50,"The best crab cakes! I also had a surf and turf that was cooked perfectly. The staff very friendly. Meals range from $15 to $40 and there are offerings without ,...",Phillips Seafood,Crab cakes!
CinCin2Go,50,"What a great place to spend some time exploring all the various habitats. The walking was easy between exhibits. Very clean.There are a lot of activities to pa,...",Columbus Zoo and Aquarium,Wild times
CinCin2Go,50,"Wow! This Residence Inn has really stepped up the service here in Dublin, Ohio.It goes without saying how friendly all staff members are. The mobile check in d,...",Residence Inn Columbus Dublin,Marriott Family Upgraded
CinCin2Go,50,"We enjoyed everything about this place. Our server was friendly and had a sense of humor. We sat for hours, enjoying our meals, dessert, and conversation.",LongHorn Steakhouse,Nice place for casual get together
CinCin2Go,50,"We had a reservation for 12 at Bravo's for lunch. We were promptly seated and offered beverages as the rest of our group arrived. Our server took care of the en,...",Bravo! Italian Kitchen,Great Lunch Meeting Accommodations
CinCin2Go,50,"I enjoyed lunch at Oscars with 5 other associates for a business meeting.The service was friendly and quickly accommodated our seating needs. The menu had a mo,...",Oscar's of Dublin,Great food and service
CinCin2Go,50,"We enjoyed a sunny Sunday afternoon at Tucci's. Our server, James, made our experience pleasurable. He certainly goes above and beyond when it comes to making s,...",Tucci's,Sunday Brunch
CinCin2Go,50,"These two sink holes, known locally as the 'Twins', are huge sink holes that were created when hot lava emptied out of the earth's crust, leaving large hollow a,...",Laguna las Ninfas,Amazing creation by hot lava leaving an empty pocket
CinCin2Go,50,"The Blue Booby House - new name is Isla Azul - is a relaxing place to stay. The owner, Raquel, is an angel. She truly enjoys making your stay as comfortable as ,...",Isla Azul,Amazing hospitality
CinCin2Go,50,"The architecture is magnificent. The Melicon has lots of beautiful gardens and ponds with various statutes. This huge Rotundra is a nice place to sit and people,...",Hemiciclo de la Rotonda,Beautiful area
CinCin2Go,40,"Went here to shop for local products and was disappointed to find typical retail stores. The huge chain/brand stores that are easily found in any mall in the US,...",Mall Del Sol,Typical Mall
Lucie P,50,We had lunch a few times there. The food was very good and the service was excellent. The onion soup was great.,13 Monjas,Great place to eat
Lucie P,50,"We spent 7 nights at the hotel. We enjoyed each day, beginning with a great breakfast. Our server, Hilda, was very attentive to our needs since we had a few hea,...",Hotel San Agustin Posada del Monasterio,An amazing place to stay
Lucie P,50,"We really enjoyed our tour, very informative. Yes, there is a shop, but nobody puts pressure to buy. My husband was very interested by the old machines of the m,...",Mundo Alpaca,Well presented
Lucie P,50,"The tour was done in a mini van. Our guide Marlene was very knowledgeable. The walk in the canyon was a bit rough / tricky for people with mobility problem. Mak,...",Sillar Route in Arequipa and viewpoint of the Volcanoes,Excellent tour!
Lucie P,50,"We enjoyed our time there. Spent two hours roaming in this city within a city. Beautifully decorated grounds, a bit on the expensive side to visit.",Monasterio de Santa Catalina Admission Ticket,A quiet historic tour
Lucie P,10,"Pros:-very knowledgeable guide-fantastic driver-the first stop, the Mirador of Yanahuera was the most interesting.Cons:-Other than the first stop who was f,...",Tour Around The City Arequipa In Bus,My first horrible tour in so many years
Lucie P,50,Excellent service. The pick up from Doubletree Hotel was on time. The bus was clean and well appointed.,Airport Express Lima,Greatw and cheap ay to go back to the airport.
Lucie P,50,We went arounf 5:30 pm until dark to see the fountains during daylight and night. A beautiful park. Seniors enter free.,Circuito Magico Del Agua,A lot of water!
Lucie P,50,"We loved the slow pace of that tour and all the information we gathered. A visit to Lima is incomplete without this tour. Our guides and driver were very courte,...",Food & Art: Lima Colors and Flavors Walking Tour,A great experience
Lucie P,50,"It was an interested learning. We don't know much about US history, so it was a learning experience.",USS Constitution,An experience not to miss
Lucie P,50,"It was a moment of reflection during our trip. We walk through it, sometimes hard to read the information.",New England Holocaust Memorial,Nice to see
Lucie P,50,I love the fact that they had furnitures as well as paintings. Easy access from the T. It was free on Wednesday.,Museum of Fine Arts,Love it
Lucie P,50,"Although we are not baseball fans, it was a must stop. Our guide was very knowledgeable. A lot of stairs if you have knee problems. I lived the roof garden, the,...",Fenway Park,Excellent!
Lucie P,50,"We enjoyed our tour. Because we had the 2 day pass for 41+ attractions, we got 2 free mugs, a value of 16$. They were also very generous with the beer. Don't mi,...",Samuel Adams Brewery,Well done!
Lucie P,50,Our friends brought us there for supper. Rhe meat was cooked perfectly and juicy. We loved it. This is a busy place too.,Aladino Parrillada,Excellent place to eat
Lucie P,50,"We were there for 2 nights. The view is beautiful, the hotel was very quiet at night, and the service was excellent. For 79$ a night, we were pleased. It is at ,...",Hotel Vistalmar by Zigo,"Cozy room, excellent service and breakfast"
Lucie P,50,"We really enjoyed our trip. It began with a timely pick-up time. OUr guide, Fernando, was very knowledgeable and share many details with us. His spoken English ,...",Manta SOS Guide - Day Tours,Great trip
Lucie P,10,"Since I am French, I was intrigued by this socalled French restaurant. The ambiance is excellent, the decorations are very nice and the staff was attentive. The,...",Oui Chef,Don't order the French onion soup!
Lucie P,50,"I went twice with a friend at different time of the year. The food was excellent and served hot. They accomodated a special request, and I was quite please with,...",Cafe Jazz,Excellent place for breakfast
Lucie P,50,"I loved this museum and the surroundings. It is a hidden gem, not easy to find. The video explains the artist's technique and then you can take a very close loo,...",Itchiku Kubota Art Museum,Magnificent work of art
georgiax21,50,"Beautiful & delicious homemade cakes. Freshly prepared sandwiches,salads, & juice. Great coffee, with fantastic views of the ancient amphitheatre and acropolis ,...",Melia Cafe Lindos,The best cafe!
georgiax21,20,"The bathroom (which was a shack in the corner of our room without a roof, and sack material to cover the glass sides for privacy) was filthy dirty, as was the b,...",Manso Boutique Guesthouse,Filthy Dirty & falling apart
georgiax21,50,"We arrived hours before check in after a long travel. Annette @ the reception desk was extremely helpful and friendly and went above and beyond and gave us a ro,...",Plaza Paitilla Inn,Customer service excellence! Annette B.
georgiax21,10,"We arrived early hours of the morning to this hostel. The door was closed and lights off, we rang the bell with no luck. The property advertises 24 hour recepti,...",Hostal Carolina Princess Marbella,No room for our reservation. No apology! Avoid this fraudulent shambles of a hostel!
georgiax21,50,"Riad Zinoun was great value, so when we booked we really didn't know what to expect. On arrival we were greeted by friendly faces, mint tea and cookies. The Ria,...",Riad Zinoun,Experience Marrakech. Pefect!
georgiax21,50,"Delicious REAL Moroccan food. Incredible value. The two of us ate for under £8 for a main meal side orders and drinks on three separate occasions. The staff wer,...",Snack Toubkal,An unexpected gem!
georgiax21,50,"I've been using this pub since I was a child. I've never had a bad meal there. The menu is extensive with anything from homey pies, to pasta, or fresh fish. The,...",The Dog Inn,True English pub. 
georgiax21,50,"Big menu, delicious home cooked food. Friendly and competent staff. Excellent value. What more do you need? ",Mario's Restaurant,Marios- the best!
georgiax21,50,"My husband and I stayed in the B&B cottage for a weekend for a friends wedding. It was spacious, clean & comfortable with a well kept garden and patio area. W,...",The Dog Inn Pub,Great English pub!
georgiax21,50,"My husband and I stayed in the B&B cottage for a weekend for a friends wedding. It was spacious, clean & comfortable with a well kept garden and patio area. W,...",The Dog Inn,"Cosy, traditional, tasty and friendly."
georgiax21,50,"We have lived in Lindos for two years permenantly, and visited before that. We have always eaten at Dionysos, the food staff/service has never let us down! DELI,...",Dionysos Restaurant-Meze,The best in lindos For Sure!
georgiax21,50,"Ive been visiting Lindos since 2008, and have lived here full time for the last two years. any given chance i get, i eat at Arhontiko. the food is to die for, t,...",Arhontiko,Outstanding
Sujin K,40,"출장 때 마다 묵는 호텔이다. 직원들이 매우 친절하다. 보는 직원들 모두 인사를 한다. 리셉션에서는 내 가방이 전 공항에서 도착하지 않아 문제가 있을 때 도움을 주기 위해 노력했고 공항 셔틀버스로 내 짐을 찾을때까지 운전사가 기다렸다 같이 오도록 해 주었다. Thank you to al,...",Sonesta Hotel Guayaquil,"Very professional and kind staff, facility needs improvement "
Sujin K,30,"매우 낡았지만 깨끗하여 출장으로 몇번 묵었다. Executive floor에 묵는데 올해는 라운지 해피 아워나 조식 시간에 음식이 너무 없어서 놀랐다. 그냥 구색만갖추려 억지로 운영하는 느낌이다. 이러면 굳이 executive floor에 묵는 장점이 크게 줄어든다. 아무도 여기서 아침,...",Dominican Fiesta Hotel & Casino,Executive lounge is worse than before
Sujin K,30,"오래된 호텔이지만 깨끗하고 넓직하며 모든 어매니티가 잘 갖춰져 있어 사용함에 불편함이 없다. 단 카펫 바닥 먼지 때문인지 비염 증상이 심해짐. 또한 방에 호텔 directory가 없어 facilitates를 본인이 일일히 확인해야 한다. 그러나 가장 큰 단점으로 꼽자면 옆방과의 소음,...",Panama Marriott Hotel,옆방 소음 최악 
Sujin K,10,"매년 이용하던 호텔이다. 공항까지 무료 셔틀버스가 장점중 하나다. 호텔 출발 후 그 일대 호텔 세군데를 돌아 가지만 그래도 무료라 이용했다. 올해도 당연히 그런줄 알았다. 그런데 올해부터 10USD를 내야 한단다. 고작 3.5km 거리를, 남들과 공유하는 미니 버스에, 그것도 호텔 몇군,...",Holiday Inn Guatemala,Airport Shuttle Bus at Cost of USD10 for 3.5km???
Sujin K,50,"작년에 이어 올해도 묵었다. 체크인 시간보다 몇시간 일찍 도착했는데 고맙게도 일찍 체크인을 해 주었다.  Jorge M.과 Melisa라는 직원이 특히 친절했다. 방도 넓고 깔끔하고, 방에 에스프레소 기계도 있고, 조식도 훌륭하다. 조식에 포함된 에그베네딕트 강추.",Courtyard by Marriott Lima Miraflores,친절한 직원
Sujin K,40,"한국에서 상파울루까지 30시간 가까운 긴 비행에 매우 지친 상태로 오전 10시 45분쯤 호텔에 도착했다. Keller라는 프런트 직원이 2시가 체크인이라 얼리체크인에 50프로의 룸차지가 있으나 조금 기다려 달라고 하더니 기꺼이 무료로 일찍 체크인 시켜주었다. 장거리 여행을 한 고객을 배,...",Radisson Sao Paulo Vila Olimpia,4th Visit - Very Considerate Staff and Very Noisy Aircon
Sujin K,50,"몇년전 이 호텔에 묵었다. 당세 매우 좋은 기억이 있어서 이번에 어머니와 함께 쿠알라룸푸르에 왔을때 애프터눈티를 즐기러 왔다. I stayed in Majestic Hotel a couple of years ago and really liked it. So I brought my mot,...",The Majestic Hotel Kuala Lumpur,Colonial Cafe
Sujin K,50,"모터사이클을 타본적이 없어서 가이드 뒤에 앉아 가는 것을 택했다. 물론 직접 모는 재미는 없었지만 충분히 익사이팅한 투어였다. 호이안부터 다낭까지 해안도로를 달리고 하이반 패스와 국립공원도 넘 아름다웠다. 비가 와서 좀 조심스러운 상황이었는데도 Mr. Long는 모터사이클을 매우 편하게,...",Hue Motorbike Adventure - Day Tours,Mr. Long is a great guide
Sujin K,50,"Though I am Korean, I love Lebanese food and always go to Lebanese food when I am abroad. But there had not been any Lebanese restaurant in Korea. When I found ,...",Hello! Beirut,Best and Only Lebanese Food in Korea
Sujin K,50,호텔 가까이에 있어 별 기대 없이 갔고 세트메뉴가 저렴해서 그걸로 두 종류 시켰음. 세트메뉴임에도 하나씩 주문한 것처럼 정성스럽게 준비되었고 맛있고 양이 매우 많음. 두 사람이 세트메뉴 두개 다 먹으면 배가 터질것임. 매우 만족해서 리뷰 남김,Viet Home Restaurant Sapa,세트메뉴 놀라울 정도로 잘 나와요
Sujin K,50,"On our first trip to Hanoi the staff at Splendora hotel we so polite, helpful & resourceful that we can't wait to come back. Any questions were answered & reque,...",Splendora Hotel,Wonderfully Friendly
Sujin K,40,"리아드 들어서는 순간부터 아주 깔끔하고 세련되었다. 인테리어가 매우 고급스럽고 방안에 소품도 매우 신경쓴 흔적이 보인다. 무료 업그레이드를 해 줘서 대단히 넓은 방을 썼다. 체크인시 민트티와 과자도 좋았고 아침 식사가 정갈하게 잘 차려졌다. 매니저인 Mohamed와 Momo가 아주 친절,...",Riad Braya,Classy riad in Fes. Good combination of modern and traditional design
Bob M,40,"Very helpful staff,  very good restaurant on site and comfortable rooms for a lot fewer dollars than the high scale hotels. We would go back if we return to Gua,...",Hotel Palace Guayaquil,Safe hotel in an interesting area
CarlosBarreto1979,50,"This is my second time staying at this hotel. I definitely recommend it and I will be back. The service personnel, variety of food and excellent location made m,...",Wyndham Garden Guayaquil,EXCELLENT HOTEL WITH GREAT SERVICE
Jackie,40,"Very close to airport 4 dollar 5 minute taxi ride. Very start. I’d up upgraded to a suite.Only complaint was that room 101 has the extraction hoods on a flat r,...",Holiday Inn Guayaquil Airport,Overnight stay
Jackie,50,"Lovely quirky hotel with charm and elegance. Very helpful staff. Shame about the carpet in room 16 it was very dirty and the shower door trim needs replacing it,...",Etrop Grange Hotel,Overnight stay
Jackie,50,"We booked a Burns Night Package and had a first floor sea view suite which was lovely. The dinner was excellent served on hot plates and and great service. The ,...",St. George's Hotel,Burns Night
Jackie,50,"We went for Sunday lunch and the service and food was excellent. Be warned homemade horseradish very hot, the Yorkshire Pudding was enormous maybe over facing. ,...",The Queens Head,Fabulous food in a beautifully upgraded restaurant
Jackie,20,"Ive been here in the past and the food and service was excellent. In my opinion the standard of the food has gone down and one is definately paying for the view,...",Oblix,One pays for the view as the food was very dissapointing
bkbmom,50,"Good clean, family fun.  Great place to spend a fall day. We enjoyed all the activities. We go every year.",Stokoe Farms,Two thumbs up
bkbmom,50,"My husband and I first visited St. John for our honeymoon in June of 1990.  Since then, we've been back more times to count.  With friends.  With family. And ju,...",Marathon: New Construction! Full AC! Pool! Amazing Views!,Favorite St. John Villa to date
bkbmom,50,"We recently stayed here two nights prior to and immediately after a Galapagos cruise.  The first two nights we stayed in a suite on the executive floor with a b,...",Hilton Colon Guayaquil,Enjoyed our stay(s)
bkbmom,40,"We had dinner here recently with another couple. It was a cold, snowy Tuesday night and we didn't have a problem getting seated immediately without a reservatio,...",Monroe's Restaurant,"Nice atmosphere, good food"
bkbmom,,"We haven't stayed there yet but have booked it in two weeks. We were on island a week ago, though, and stopped by to it to check it out. Couldn't get into any o,...",St. John,
bkbmom,30,"Pizza was just okay. Pepperoni was good but we're not fans of the crumbly sausage topping. The crust was just okay. It took way longer to be ready than we were ,...",The Pizza Cave,Average sums it up
bkbmom,50,"We stopped by for a late lunch on a Friday. I got the chopped chicken and my husband got the chopped brisket. Wow. Fantastic. So flavorful. We were served quick,...",Pig Pen BBQ,Mouth watering BBQ
bkbmom,50,"My husband and I stopped for dinner with another couple who were also visiting town for a wedding. Situated in a repurposed home, the Creek Road Cafe was a grea,...",Creek Road Cafe,"Wonderful meal, great service"
bkbmom,20,"We spent two nights here recently to attend a wedding. In theory, what the Liney Moon has to offer is great - small, self contained units abounding with charm. ,...",The Liney Moon,Cute idea but misses the mark
bkbmom,40,"We had dinner here and were very pleased with the quality of the food, speed of service, and efficiency of our server. I had the NY strip and my husband had the,...",Roaring Fork,Good steaks and service
bkbmom,50,"After reading reviews, we got there early to get a good table. LOL.I guess a Thursday night in early November you don't have to get there that early.  Doesn't m,...",Pete's Dueling Piano Bar,So much fun
bkbmom,50,"My husband and I spent two nights here recently. We'd booked well in advance (and pre-paid for the best price) but then were reading the reviews prior to our ar,...",The Stephen F Austin Royal Sonesta Hotel,"Classic, centrally located hotel"
bkbmom,40,"We enjoyed our evening at Durty Nelly's listening to the piano player and having a few beers. The piano player engaged the crowd well and was a lot of fun. Yes,,...",Durty Nelly's Irish Pub,Fun place for drinks and music/entertainment
bkbmom,40,"Enjoyed a grilled chicken sandwich and fries for lunch. The chicken sandwich was juicy and delicious. The fries well above average. Service was pretty good - ni,...",Saltgrass Steak House,Great lunch overlooking the riverwalk
bkbmom,40,"I do wish we were able to give half stars. This was definitely a 4 but not sure if it was a full 5. The reason I didn't give them a 5 was due to the tables bein,...",Boudro's Texas Bistro,Great meal
bkbmom,50,"My husband and I recently had dinner at Bohanan's on our first night in San Antonio. What a wonderful experience we had!We got there a little early and had to,...",Bohanan's Prime Steak and Seafood,Most memorable meal to date
bkbmom,50,"We stayed here after attending a wedding. Everything was total class from the minute we walked in the front door. The way the bell hop notified the front desk o,...",Mokara Hotel and Spa,Fabulous hotel
bkbmom,50,"We thoroughly enjoyed the two days we spent on the Riverwalk.  So many restaurants, bars, and sights to see. While I can't imagine going in the peak of summer o,...",San Antonio River Walk,Fabulous venue
bkbmom,10,"The good news is that you can be in there and out of there in 15 minutes.  The bad news is that it's 15 minutes of wasted time. Really no need to visit. Definit,...",The Alamo,Underwhelming
bkbmom,50,"Spent a night here prior to a wedding. Check in was quick and painless - despite the fact we were hours early.  Our room was quite large, decorated nicely, with,...",Hotel Valencia Riverwalk,"Great location, large rooms"
Y546LDtimothys,40,"I stayed in a room in the basement level with a shared bathroom and it was just fine for $35 a night. Old style Colorado; clean, funky and comfortable. Quiet to,...",Hotel Eastin,Nice little spot
Y546LDtimothys,30,"I have stayed here for many years when I come and go from Guayaquil. It is convenient and generally reliable. Front door and front desk people are very helpful.,...",Courtyard by Marriott Guayaquil,Hotel good as usual but skip the restaurant
Y546LDtimothys,40,"Open for just 5 months or so this hotel is in a quiet area just above the El Poblado neighborhood in Medellin. Easy access to new tunnel to the airport, a short,...",Cafe Hotel Medellin,Beautiful new hotel
Y546LDtimothys,30,"I have been trying to come up with the proper way to comment on this place. At the end of the day it should not be called an Inn in my opinion. I am OK with no ,...",Market Street Inn,A little misleading to call it an Inn
Y546LDtimothys,20,"La peor cosa que me pueden decir dura te check in es “ perdón que estamos remodelándolo el hotel”Ten cuidado. Aunque estamos en el piso 16 el ruido y vibració,...",Holiday Inn Express Medellin,CUIDADO HOTEL  EN REMODELACIÓN
Y546LDtimothys,50,If you want to Ride the UK and beyond this would be the companybto use. I had a great experience with Iain and Keith.,RoadTrip Motorcycle Rental,"Fantastic ride, beautiful piece of equipment and great service"
Y546LDtimothys,50,"Steve and Erica and all of the staff were excellent, the facilities are beautiful, the view, the peace and quiet and all of the comments in the other reviews ar,...",Tierra Magnifica Boutique Hotel,Perfect
Y546LDtimothys,30,"One grouchy bartender, one who has been around and can manage a smile. Decent happy hour, good raw bar, used to be our favorite but a dog in a bag at the bar th,...",Keys Fisheries,Like having a drink in a kennel
Y546LDtimothys,20,"We had a very favorable impression of Lime Tree upon arrival but it all fell apart when we laid down on the bed. Felt like they pulled the mattress off the tras,...",Lime Tree Bay Resort,Very nicely redone post hurricane but awful mattress
Y546LDtimothys,50,"We had an outstanding meal at Palette this evening. All four dishes were outstanding, the service was excellent and the view is one of the best in town.",Palette Bistro,Excellent
Y546LDtimothys,30,"I have been staying in this hotel and NH Hotels in Spain for years. The service is still good but the Internet service offered this year is unacceptable. When y,...",NH Amistad Murcia,"Good hotel, poor internet"
Y546LDtimothys,10,"I had a shuttle pick up scheduled for 7 AM a week ago from Marathon to the Miami airport. I was picked up as the first passenger in an old Dodge van. This was n,...",Keys Shuttle,Never again!
Y546LDtimothys,50,"We stayed at Yemaya for 9 nights in January of 2016. Every aspect of our visit was outstanding. The cabanas are wonderful, spacious and beautifully designed. Th,...",Yemaya Colibri Boutique Hotel,Maybe the coolest place we have ever been!
Y546LDtimothys,50,Willy was kind enough to take us on a little full moon panga ride and it was magical. His fishing cred is solid and he is a great guy. ,Little Corn Island Fishing And Snorkeling Tours,Great Captain
Y546LDtimothys,50,"We spent a lovely weekend with the owners of the Hacienda, it was like being home but even better! It was a quiet weekend and we were the only guests on Saturda,...",Hacienda San Isidro de Iltaqui,Fantastic weekend at the Hacienda
Y546LDtimothys,50,"We had two fantastic nights with the owners of the hacienda on a quiet weekend. A special place that we will return to as soon as we can. The food, the service ,...",Hacienda San Isidro de Iltaqui,Wonderful stay in a 200 year old hacienda
Y546LDtimothys,50,"I stay at the Amistad every year when I visit Murcia and this time the experience was as good as ever, especially since I injured my knee while hiking in the mo,...",NH Amistad Murcia,Excellent service as always
Y546LDtimothys,50,"A week ago yesterday we pulled back into Quito, climbing up from the Amazon basin and over the Papallacta Pass after completing the three day Avenue of the Volc,...",Ecuador Freedom,Best three days of riding EVER!
Y546LDtimothys,50,"This was my first visit and I could not find fault with the hotel. The rooms was very nice and comfortable, the service was very good, the breakfast fantastic a,...",Casa Hotel,Excellent hotel
Y546LDtimothys,50,"My home away from home in Guayaquil. Outstanding service, very convenient to airport, San Marino Mall and the Mall del Sol. As taxis are 5 bucks from the airpor,...",Courtyard by Marriott Guayaquil,Excellent choice
